City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,regina,50.4501,-104.6178,71.71,40,0,17.27,CA,1722014481
366,isla del bosque,22.7333,-105.85,86.34,71,8,4.36,MX,1722014629
367,emporia,38.4039,-96.1817,92.52,43,0,8.05,US,1722014629
368,silver city,32.7701,-108.2803,84.63,33,0,5.01,US,1722014630
369,cookeville,36.1628,-85.5016,83.05,86,100,4.25,US,1722014479
370,sinaloa de leyva,25.8333,-108.2333,91.44,48,8,2.01,MX,1722014475
371,todos santos,23.45,-110.2167,97.3,76,61,9.19,MX,1722014631
372,vicuna,-30.0319,-70.7081,71.33,8,100,1.01,CL,1722014631
373,fallon,39.4735,-118.7774,84.11,36,40,3.44,US,1722014631
374,swift current,50.2834,-107.8014,70.61,35,0,17.27,CA,1722014631
375,monte patria,-30.6919,-70.9467,71.33,12,100,4.16,CL,1722014632
376,beatrice,40.2681,-96.747,87.89,48,0,11.5,US,1722014632
377,new martinsville,39.6445,-80.8576,80.92,52,77,1.99,US,1722014632
378,yallahs,17.8748,-76.5624,92.93,65,10,14.56,JM,1722014633
379,sonoita,31.85,-112.8333,94.05,33,50,7.65,MX,1722014633
380,choix,26.7092,-108.3219,93.16,39,56,2.66,MX,1722014633
381,buckhannon,38.994,-80.232,82.56,53,99,1.99,US,1722014634
